sha256,kept_image_id,kept_source_dataset,kept_source_relative_path,discarded_source_dataset,discarded_source_relative_path,discarded_source_filename
bef668ab86b957b05f38710be6b330a985ae1fa8bac8c65a013bea2a2971eeb1,img_00000592,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0069.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0069.jpg,AK-12+rifle_0069.jpg
2b6a6abb9720c2821a9f0bbea45e9832fa1fc85b3738a72fc6f5f448abd80b15,img_00000593,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0070.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0070.jpg,AK-12+rifle_0070.jpg
5c8ae2cca4372cf9428630dece70b43fc22cf4ecf36e34bac4d9707555bcf859,img_00000594,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0087.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0087.jpg,AK-12+rifle_0087.jpg
56da19a0536ec97ce7a49b0ff3df8e28ac1efe54d8776940b4bb06f1dd48da8a,img_00000595,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0090.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0090.jpg,AK-12+rifle_0090.jpg
3daf6d2e463b9b0af3f67d6aa3de617ffe0b74602ad01cedb4abbadb442ec4b1,img_00000596,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0097.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0097.jpg,AK-12+rifle_0097.jpg
64bedc1bb2a2412efb9924515fb7b9d20da413d1d018090c260a3f5a3e653165,img_00000597,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0120.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0120.jpg,AK-12+rifle_0120.jpg
a18432fda7904f4e0360da5f3e63772ebf3ef85e77d8535417c032c479d39981,img_00000598,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0123.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0123.jpg,AK-12+rifle_0123.jpg
8c0877f50316e3b5097c3845f3b38660bea61e925f43ab6a6166bd3541d128b9,img_00000599,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0127.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0127.jpg,AK-12+rifle_0127.jpg
bf38596817a529a668cb1e1d0e37a782a46c24a74d8092515b9f7187688f1d6e,img_00000600,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0128.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0128.jpg,AK-12+rifle_0128.jpg
4c540d528209e07453747dc4af74be13d2c91925dec92cff784f3f4c8113bafe,img_00000601,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0130.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0130.jpg,AK-12+rifle_0130.jpg
7356874bbbd543f46c431ab0245e4832fc6ca5b1780a0331c4167b9aa28e2691,img_00000602,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0137.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0137.jpg,AK-12+rifle_0137.jpg
22a41f152e583f50ee655c7af605407ea78cab3bf658c031735f3d88fb38ccbb,img_00000603,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0193.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0193.jpg,AK-12+rifle_0193.jpg
c9f07f3b670cb546adc577f7311f9012350b03196bcf079ac690bb1fe48d0f87,img_00000604,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0281.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0281.jpg,AK-12+rifle_0281.jpg
8372fa6f67f79b47ff2a5407b9adcf685b9aaec0ab32ba7a9ead55c22684c30a,img_00000605,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0289.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0289.jpg,AK-12+rifle_0289.jpg
f222d49240b1157a39bbfcf28aa28e946e9bf54981b5640fe0d22db3b7d891fe,img_00000606,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0347.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0347.jpg,AK-12+rifle_0347.jpg
ba8dd677711d096c2904f6c57eca76a1b6c0f3a91c117c088f5809c1901b4916,img_00000607,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0363.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0363.jpg,AK-12+rifle_0363.jpg
df4cdf1f209e6e61636147a061cbc2abf7d5be9c7d24ee68cddb4f646b8ed30c,img_00000608,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0376.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0376.jpg,AK-12+rifle_0376.jpg
b06e1bf6f45704715d14c0b7928e057d87a95ef09abff2010d6baba66d799c6e,img_00000609,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0385.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0385.jpg,AK-12+rifle_0385.jpg
9829c2a6878cb6de591b2909644aebffdf640d29cad3d771ec49f7930688ceb8,img_00000610,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0386.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0386.jpg,AK-12+rifle_0386.jpg
7d0d1f5c5bcb352ee78a096fc47206dc9cde232e94b05bcfc6cc5f9b325c6a4c,img_00000611,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0387.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0387.jpg,AK-12+rifle_0387.jpg
bdc31db5e97ef9f145f822ddcc56ef1301392317de4d3ba613a63d72685313d1,img_00000612,02_deepfirearm,subset_choosen/AK-12+rifle/AK-12+rifle_0395.jpg,02_deepfirearm,train/AK-12+rifle/AK-12+rifle_0395.jpg,AK-12+rifle_0395.jpg
7ba6be7d9a311055f8aee8a7480c74f79332c671905081ec73e6cb378dc36193,img_00000613,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0001.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0001.jpg,AN-94+rifle_0001.jpg
820938d3cee4b07a0de26ad82af03cb954719182266b3a7cfe06abc0c7337009,img_00000614,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0006.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0006.jpg,AN-94+rifle_0006.jpg
9842c3e919e0831ff67472a7981fdc8d635938d4fd3a51690e001ee0c0f96619,img_00000615,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0012.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0012.jpg,AN-94+rifle_0012.jpg
75220d4565efdac28ca90c394332f23af52f06fa2f9b69b0870b323f0e72477c,img_00000616,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0013.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0013.jpg,AN-94+rifle_0013.jpg
8b7fd58351a9187af9492f96c1ff2f3cf2f7fa1820726a1db9379b536f09eff8,img_00000617,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0123.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0123.jpg,AN-94+rifle_0123.jpg
321ff91958b6b9d5a582e41985936067e65659af83c99f9bb86ed91ecedbb1af,img_00000618,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0126.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0126.jpg,AN-94+rifle_0126.jpg
e536dc71b554cacdbf86586553a272249b984f3178bf0815cae66b7452c18b8f,img_00000619,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0139.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0139.jpg,AN-94+rifle_0139.jpg
5ec1a88a6b7fea8412ab4eda7d9db9d0b35858829c70e144a3b19296bc2e6890,img_00000620,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0239.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0239.jpg,AN-94+rifle_0239.jpg
c9f2b1f4dcb549911f6e3372d4f85cc7bc3d98f7c3d6d787cafcbbb59b2b2056,img_00000621,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0251.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0251.jpg,AN-94+rifle_0251.jpg
e7ed48c62ab867e670cc26d0713fece53aed6e99ba1fc981e5fa6bcdde6d589c,img_00000622,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0287.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0287.jpg,AN-94+rifle_0287.jpg
4be7c963fac7d710c2ee4a1c6cdf8d2a7b504ef5ba5a56c4c3f94e3c8f3f67e0,img_00000623,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0296.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0296.jpg,AN-94+rifle_0296.jpg
6e4f3317c9c6a5a0e26b2c7f01d30819e00493c6cef72f080542b38285b085b6,img_00000624,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0332.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0332.jpg,AN-94+rifle_0332.jpg
f63caca17895a86d29f0ddff463b94ae651fdc47f7a91da1129ba94b0bf87853,img_00000625,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0334.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0334.jpg,AN-94+rifle_0334.jpg
80d430d03b822c3917532ea5fb85e770118599c51d29a131c0ae3937ee2b937a,img_00000626,02_deepfirearm,subset_choosen/AN-94+rifle/AN-94+rifle_0335.jpg,02_deepfirearm,train/AN-94+rifle/AN-94+rifle_0335.jpg,AN-94+rifle_0335.jpg
2caa318366ff2fb770d65c99ce59c67bc221d4542987556dfe291f7756b2dffe,img_00000627,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0000.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0000.jpg,AS+Val+rifle_0000.jpg
f1f7d299fc21d95dcd78eb2650e1317090ada479186da7ee2d4be713408aca0f,img_00000628,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0009.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0009.jpg,AS+Val+rifle_0009.jpg
d154767912d58e7610e3782a16d5630f0fca17d77bc4bd273f006746052a876a,img_00000629,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0013.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0013.jpg,AS+Val+rifle_0013.jpg
5408ca5807b10721b653b7ee7d1a7289f51693a31cccacf4271e1b28b0bd35e6,img_00000630,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0015.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0015.jpg,AS+Val+rifle_0015.jpg
1b1756ac7ec735df0885b1e86d4ec98799e91946d55d3e71a8db8ef3e12e7322,img_00000631,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0016.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0016.jpg,AS+Val+rifle_0016.jpg
d91c33c9db7b4a8d3e67fa0403033dd444eb33385def5e2f0b1798ea52043265,img_00000632,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0022.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0022.jpg,AS+Val+rifle_0022.jpg
c6d4be0f789069c1a7f283af44486e8a783c6dc89da2bd22139ed1545081e062,img_00000633,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0029.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0029.jpg,AS+Val+rifle_0029.jpg
229b5d284adc1e526b505d0fa4d818f27b0e1140545732eecfd79ba62fd12c75,img_00000634,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0030.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0030.jpg,AS+Val+rifle_0030.jpg
f67052d26c34afdd6c3e92eed9e9ec8edadbb441defc80a8ae3bbf1c71eecaee,img_00000635,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0031.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0031.jpg,AS+Val+rifle_0031.jpg
586cff63159774d31788fcc466b3e663b71e7550771d2695db55f9014ec2424c,img_00000636,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0041.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0041.jpg,AS+Val+rifle_0041.jpg
1cff66d7ff57568426c5d9b1bd86474f8ea8295863bf147630b7e1c4150b5973,img_00000637,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0042.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0042.jpg,AS+Val+rifle_0042.jpg
f6df723963d66f7242c6fed77e5dd88206855446e6b0dc396269875125969542,img_00000638,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0044.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0044.jpg,AS+Val+rifle_0044.jpg
670fb5ece3781c898b9324964fcdaf23a5c15a64ad1328abd1b76438ba77a094,img_00000639,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0050.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0050.jpg,AS+Val+rifle_0050.jpg
3d46a2a18db6255016bd7ed14aa3c898a5986a1673ac705d25ddd92f7ac71804,img_00000640,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0053.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0053.jpg,AS+Val+rifle_0053.jpg
612959efeeee5b9805ef3932bc2f9f1abace97401cb06693e07dbc5447b2342d,img_00000641,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0057.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0057.jpg,AS+Val+rifle_0057.jpg
ce497c1f5bcccd1a979b9b33657871ea0385073e3d9e8225b593ee34b92f2d0d,img_00000642,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0060.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0060.jpg,AS+Val+rifle_0060.jpg
d38efae36cfd04cb5eddcd7322a4b3b06595ac914e215bc1626e4c2dcb754603,img_00000643,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0064.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0064.jpg,AS+Val+rifle_0064.jpg
67a06bf2a211a6711e664c6c3bf8ccd0cd9b73e395b2ee4f34ba50f37e9c05f5,img_00000644,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0068.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0068.jpg,AS+Val+rifle_0068.jpg
4ff8d9a3a27d8dfa86f100d15ba6a1a6ea8da3d091ef2669cde6acf295502cf1,img_00000645,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0071.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0071.jpg,AS+Val+rifle_0071.jpg
81fbdac4f88fe5e0052599a2ad67370e54ef0d34cf54b8a94da40b0443bb58c9,img_00000646,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0074.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0074.jpg,AS+Val+rifle_0074.jpg
a08274a020a007cf75c2cda796693039804c4713c83558619c74c71b70e0c0cd,img_00000647,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0077.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0077.jpg,AS+Val+rifle_0077.jpg
0e4e546acd21c1cceebfbf242fea839fc2a5309cb86c98c4e1ed8fa501355eeb,img_00000648,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0079.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0079.jpg,AS+Val+rifle_0079.jpg
c2064749de933aaa1bc2480a70e1b72be2599754e92ff0b203cdaa01c08bd0c8,img_00000649,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0083.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0083.jpg,AS+Val+rifle_0083.jpg
9d07d8fd57fe560be49fceb0f9ef0010d9d53052ec780fab1fc944f6ad6f7b7a,img_00000650,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0087.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0087.jpg,AS+Val+rifle_0087.jpg
dc9996c02eb67129d9d3f843f427cff1f84a3f6c555bcfc9e74732d69cd2ff43,img_00000651,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0095.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0095.jpg,AS+Val+rifle_0095.jpg
3c7ae89c192b2923b2cc2bfcefe16b4277e1a8055ae5306d7463654e237dba4d,img_00000652,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0103.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0103.jpg,AS+Val+rifle_0103.jpg
abef1fa22390991f28cec375363ee049ac7b709838faf6a98335490429bf83cc,img_00000653,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0114.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0114.jpg,AS+Val+rifle_0114.jpg
557f70aebb5407eebabd71a5805d00b9efe9c3b409be561de856cfbd9e281038,img_00000654,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0117.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0117.jpg,AS+Val+rifle_0117.jpg
91906a27f0d52badc6300ebf82f0d9ddcc455a30297c0fcf0f88b2ae59952504,img_00000655,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0118.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0118.jpg,AS+Val+rifle_0118.jpg
6368c6478827d6e67e6d0c101d36faec51a107d52c933d7c01b6c597f6defddd,img_00000656,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0124.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0124.jpg,AS+Val+rifle_0124.jpg
6fa89b71bec45e614b3e4ab7e78b0dca99d351774255319553d2cf37866a7d2b,img_00000657,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0128.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0128.jpg,AS+Val+rifle_0128.jpg
000e678a02be390be413cde12e517af260e6bd68e69664e208b8542c580dc50c,img_00000658,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0131.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0131.jpg,AS+Val+rifle_0131.jpg
5e28ecc65be3725086f56497a8b0f95cc7ddb5e77a45aad94236c5cac250d5db,img_00000659,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0140.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0140.jpg,AS+Val+rifle_0140.jpg
aab2d756d238c56cc99d5183d5949fadacb36ef58b9a8e1a0c28407f47869acd,img_00000660,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0147.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0147.jpg,AS+Val+rifle_0147.jpg
f4f7ddc870aa2e28cb8d226aae6749cad66bd8dddbf3e37f936904b1d204c238,img_00000661,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0149.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0149.jpg,AS+Val+rifle_0149.jpg
6c48602c395a1d2cddb3f35ee1743502b68e7f85e2a44d35ac9f9e3f88e23a41,img_00000662,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0155.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0155.jpg,AS+Val+rifle_0155.jpg
69caaded8c4463e37052dae3b5cf3207e448992cb7f4ad1f1e2d8d5829119a1b,img_00000663,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0157.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0157.jpg,AS+Val+rifle_0157.jpg
3d2fb7e6a802447bf85ef061047b6c0f10ded3dde640da68791c2cbaaab140ca,img_00000664,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0159.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0159.jpg,AS+Val+rifle_0159.jpg
5601f952d66328ff7c93fe32cf6698e90d78d4a1ab2fc3b4795573f392b19a4b,img_00000665,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0169.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0169.jpg,AS+Val+rifle_0169.jpg
dfcf6a5be4128c42d89cfe1f7168bd3cc2e3d7e7deb9d4b6543242ca3137e438,img_00000666,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0172.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0172.jpg,AS+Val+rifle_0172.jpg
5059cef1e9204e48d5ae403099e9bd62fcb377783013326f5c34b61e64324277,img_00000667,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0194.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0194.jpg,AS+Val+rifle_0194.jpg
ba890b96d2654f57f8dac65112e71c67856b646ff9c19bd32c7ea3a590443d8f,img_00000668,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0197.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0197.jpg,AS+Val+rifle_0197.jpg
9698633402d461eeac1551daee51efb9d9a6a420bd5808284fa888458b1fc60c,img_00000669,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0207.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0207.jpg,AS+Val+rifle_0207.jpg
05e43210c5896768995442949e161cef2cd1036000655274aeda9ba073a6c2d1,img_00000670,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0209.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0209.jpg,AS+Val+rifle_0209.jpg
fa3902544ab4fbc900c92da90a3e14f6932ad0725fcd703bedfc3c5f5d167cc3,img_00000671,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0222.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0222.jpg,AS+Val+rifle_0222.jpg
765426c2c2ebaec8843cc1ce92de6a7d2e636fc6ecbcb75c992279f76152d703,img_00000672,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0226.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0226.jpg,AS+Val+rifle_0226.jpg
f4d14dcb3b2c65df2b29579e176d45ebc64396464205549477b65677cd9822d7,img_00000673,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0227.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0227.jpg,AS+Val+rifle_0227.jpg
93853d11535db45a7368ff5061f70a5c4b320c29a9bafd5db2072fe2a20237e0,img_00000674,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0231.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0231.jpg,AS+Val+rifle_0231.jpg
199ce1aad22570ecf970a4f2b598f3119496b01b99dcbbc0dc4e58ba095e42c0,img_00000675,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0233.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0233.jpg,AS+Val+rifle_0233.jpg
b00646b6406656edbcc8549ff2416f76d0160b430fe99ac7c7c4c6e8e7b0d13c,img_00000676,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0240.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0240.jpg,AS+Val+rifle_0240.jpg
9aa708a1d2dbdcafd673e0fee038ec0ea516f2441c7331d0fa4c2bf766374f87,img_00000677,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0260.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0260.jpg,AS+Val+rifle_0260.jpg
ff9276fe0e673150de9375c9bb28dd674fe936eb1410909c302c69b98652f7dc,img_00000678,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0272.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0272.jpg,AS+Val+rifle_0272.jpg
7da326c7f1c264feea152a81c50c11e30c48d94c4026d4d1c56bd657814a8cd3,img_00000679,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0302.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0302.jpg,AS+Val+rifle_0302.jpg
a83f0bf4853fb6d312217491b6c08a00658183f1c37b628ecdab0d9e41b58bf9,img_00000680,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0304.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0304.jpg,AS+Val+rifle_0304.jpg
f140110856e733a061c658b17c7567e0e835ec4d1cc35c9ca4e6113ef84020e6,img_00000681,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0306.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0306.jpg,AS+Val+rifle_0306.jpg
9d679418485a47c4622c2324a030051728ab5fa6695d6b7103b2307075803fb7,img_00000682,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0310.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0310.jpg,AS+Val+rifle_0310.jpg
fea912574b3a45f33fbe76bca04d7fb8cb040e40f71d52e60d35472cd05cef55,img_00000683,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0311.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0311.jpg,AS+Val+rifle_0311.jpg
8635b2b0bcecaea7831afe3907a2c6cb51facdfbd18b6a9ec3074a22fa32a8c1,img_00000684,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0312.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0312.jpg,AS+Val+rifle_0312.jpg
5cba63be0baa5bd30a55e5fc46aa380eb1f33e6fefae5763334509eb1fb14383,img_00000685,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0315.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0315.jpg,AS+Val+rifle_0315.jpg
96a1e5fcb9145566b88f39078f476e2098ff831f6739bf9842436b3a251e0ab8,img_00000686,02_deepfirearm,subset_choosen/AS+Val+rifle/AS+Val+rifle_0316.jpg,02_deepfirearm,train/AS+Val+rifle/AS+Val+rifle_0316.jpg,AS+Val+rifle_0316.jpg
